group_id,record_type,reinsurer,participation,tipo,reasegurado,asegurado,direccion,periodo_inicio,periodo_fin,actividad,estimado_ingresos,interes_asegurable,limite_max_res,riesgos_cubiertos,condiciones_reaseguro,exclusiones,deducibles,prima_neta,soporte,base_cobertura,territorialidad,jurisdiccion,terminos_pago,anexos_clausulas,panel_participantes
109,Nota,,,Reaseguro Facultativo de Autos,"Compañía de Seguros del Valle, Seguros Central, S.A.",Constructora Alpha,"Av. Unión 673, Col. Polanco, Mérida, México",2025-01-02,2027-05-05,Desarrollo de software,14514889,Robo y vandalismo,10000000,"Agua, Robo, Terremoto, Vandalismo, Pérdida de ingresos, Daños eléctricos, Incendio, Responsabilidad civil","Cancelación por mutuo acuerdo, Texto LMA 6000A, Gastos de defensa incluidos, Sujeto a LMA 2001, Arbitraje internacional","Daños intencionales, Guerra y terrorismo","General: USD 73,000; Robo: USD 30,000; Terremoto: USD 30,000; Daños eléctricos: USD 30,000; Pérdida de ingresos: USD 9,000",3797698,100% parte del 100%,Suma Agregada,México,Leyes de Estados Unidos,30 días,"LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos), NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks)",Reasegurador 20 100% parte del 100%
109,Cotizacion,Reasegurador 20,100,Reaseguro Facultativo de Autos,"Compañía de Seguros del Valle, Seguros Central, S.A.",Constructora Alpha,"Av. Unión 673, Col. Polanco, Mérida, México",2025-01-02,2027-05-05,Desarrollo de software,14514889,Robo y vandalismo,10000000,"Agua, Robo, Terremoto, Vandalismo, Pérdida de ingresos, Daños eléctricos, Incendio, Responsabilidad civil","Cancelación por mutuo acuerdo, Texto LMA 6000A, Gastos de defensa incluidos, Sujeto a LMA 2001, Arbitraje internacional","Daños intencionales, Guerra y terrorismo","General: USD 73,000; Robo: USD 30,000; Terremoto: USD 30,000; Daños eléctricos: USD 30,000; Pérdida de ingresos: USD 9,000",3797698,100% parte del 100%,Suma Agregada,México,Leyes de Estados Unidos,30 días,"LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos), NMA 2910 (Cláusula de Inhabilitación), LMA 3092 (All Risks)",
110,Nota,,,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Mutua Mexicana",Energía Epsilon,"Av. Reforma 742, Col. Polanco, Ciudad de México, México",2026-11-09,2029-08-29,Desarrollo de software,17659086,Terremoto y huracanes,1000000,"Agua, Daños eléctricos, Pérdida de ingresos, Responsabilidad civil, Vandalismo, Robo, Incendio, Terremoto","Sujeto a LMA 2001, Arbitraje internacional, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Contaminación","General: USD 5,000; Robo: USD 4,000; Terremoto: USD 87,000; Daños eléctricos: USD 27,000; Pérdida de ingresos: USD 17,000",9020216,100% parte del 100%,Suma Directa,Latinoamérica,Leyes de Canadá,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",Reasegurador 17 5% parte del 100%; Reasegurador 18 6% parte del 100%; Taurus 28% parte del 100%; Omega 10% parte del 100%; Reasegurador 2 12% parte del 100%; Reasegurador 14 25% parte del 100%; Reasegurador 20 14% parte del 100%
110,Cotizacion,Reasegurador 17,5,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Mutua Mexicana",Energía Epsilon,"Av. Reforma 742, Col. Polanco, Ciudad de México, México",2026-11-09,2029-08-29,Desarrollo de software,17659086,Terremoto y huracanes,1000000,"Agua, Daños eléctricos, Pérdida de ingresos, Responsabilidad civil, Vandalismo, Robo, Incendio, Terremoto","Sujeto a LMA 2001, Arbitraje internacional, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Contaminación","General: USD 5,000; Robo: USD 4,000; Terremoto: USD 87,000; Daños eléctricos: USD 27,000; Pérdida de ingresos: USD 17,000",451010,5% parte del 100%,Suma Directa,Latinoamérica,Leyes de Canadá,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",
110,Cotizacion,Reasegurador 18,6,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Mutua Mexicana",Energía Epsilon,"Av. Reforma 742, Col. Polanco, Ciudad de México, México",2026-11-09,2029-08-29,Desarrollo de software,17659086,Terremoto y huracanes,1000000,"Agua, Daños eléctricos, Pérdida de ingresos, Responsabilidad civil, Vandalismo, Robo, Incendio, Terremoto","Sujeto a LMA 2001, Arbitraje internacional, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Contaminación","General: USD 5,000; Robo: USD 4,000; Terremoto: USD 87,000; Daños eléctricos: USD 27,000; Pérdida de ingresos: USD 17,000",541212,6% parte del 100%,Suma Directa,Latinoamérica,Leyes de Canadá,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",
110,Cotizacion,Taurus,28,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Mutua Mexicana",Energía Epsilon,"Av. Reforma 742, Col. Polanco, Ciudad de México, México",2026-11-09,2029-08-29,Desarrollo de software,17659086,Terremoto y huracanes,1000000,"Agua, Daños eléctricos, Pérdida de ingresos, Responsabilidad civil, Vandalismo, Robo, Incendio, Terremoto","Sujeto a LMA 2001, Arbitraje internacional, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Contaminación","General: USD 5,000; Robo: USD 4,000; Terremoto: USD 87,000; Daños eléctricos: USD 27,000; Pérdida de ingresos: USD 17,000",2525660,28% parte del 100%,Suma Directa,Latinoamérica,Leyes de Canadá,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",
110,Cotizacion,Omega,10,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Mutua Mexicana",Energía Epsilon,"Av. Reforma 742, Col. Polanco, Ciudad de México, México",2026-11-09,2029-08-29,Desarrollo de software,17659086,Terremoto y huracanes,1000000,"Agua, Daños eléctricos, Pérdida de ingresos, Responsabilidad civil, Vandalismo, Robo, Incendio, Terremoto","Sujeto a LMA 2001, Arbitraje internacional, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Contaminación","General: USD 5,000; Robo: USD 4,000; Terremoto: USD 87,000; Daños eléctricos: USD 27,000; Pérdida de ingresos: USD 17,000",902021,10% parte del 100%,Suma Directa,Latinoamérica,Leyes de Canadá,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",
110,Cotizacion,Reasegurador 2,12,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Mutua Mexicana",Energía Epsilon,"Av. Reforma 742, Col. Polanco, Ciudad de México, México",2026-11-09,2029-08-29,Desarrollo de software,17659086,Terremoto y huracanes,1000000,"Agua, Daños eléctricos, Pérdida de ingresos, Responsabilidad civil, Vandalismo, Robo, Incendio, Terremoto","Sujeto a LMA 2001, Arbitraje internacional, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Contaminación","General: USD 5,000; Robo: USD 4,000; Terremoto: USD 87,000; Daños eléctricos: USD 27,000; Pérdida de ingresos: USD 17,000",1082425,12% parte del 100%,Suma Directa,Latinoamérica,Leyes de Canadá,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",
110,Cotizacion,Reasegurador 14,25,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Mutua Mexicana",Energía Epsilon,"Av. Reforma 742, Col. Polanco, Ciudad de México, México",2026-11-09,2029-08-29,Desarrollo de software,17659086,Terremoto y huracanes,1000000,"Agua, Daños eléctricos, Pérdida de ingresos, Responsabilidad civil, Vandalismo, Robo, Incendio, Terremoto","Sujeto a LMA 2001, Arbitraje internacional, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Contaminación","General: USD 5,000; Robo: USD 4,000; Terremoto: USD 87,000; Daños eléctricos: USD 27,000; Pérdida de ingresos: USD 17,000",2255054,25% parte del 100%,Suma Directa,Latinoamérica,Leyes de Canadá,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",
110,Cotizacion,Reasegurador 20,14,Reaseguro Facultativo Todo Riesgo,"Aseguradora Nacional, Mutua Mexicana",Energía Epsilon,"Av. Reforma 742, Col. Polanco, Ciudad de México, México",2026-11-09,2029-08-29,Desarrollo de software,17659086,Terremoto y huracanes,1000000,"Agua, Daños eléctricos, Pérdida de ingresos, Responsabilidad civil, Vandalismo, Robo, Incendio, Terremoto","Sujeto a LMA 2001, Arbitraje internacional, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Contaminación","General: USD 5,000; Robo: USD 4,000; Terremoto: USD 87,000; Daños eléctricos: USD 27,000; Pérdida de ingresos: USD 17,000",1262830,14% parte del 100%,Suma Directa,Latinoamérica,Leyes de Canadá,45 días,"NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2910 (Cláusula de Inhabilitación), NMA 2738 (Control de Reclamos), LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones)",
111,Nota,,,Reaseguro Facultativo de Salud,"Promex, Aseguradora Nacional",Retail Gamma,"Camino Real 210, Col. Polanco, Querétaro, México",2027-12-26,2029-06-02,Fabricación de automóviles,16832571,Responsabilidad civil y pérdidas operacionales,5000000,"Robo, Incendio, Terremoto, Agua, Daños eléctricos, Pérdida de ingresos, Vandalismo, Responsabilidad civil","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Cancelación por mutuo acuerdo","Inestabilidad política, Negligencia grave","General: USD 75,000; Robo: USD 12,000; Terremoto: USD 6,000; Daños eléctricos: USD 98,000; Pérdida de ingresos: USD 16,000",5296122,100% parte del 100%,Suma Agregada,Global,Leyes Latam,45 días,"LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2738 (Control de Reclamos)",Reasegurador 18 44% parte del 100%; Reasegurador 11 56% parte del 100%
111,Cotizacion,Reasegurador 18,44,Reaseguro Facultativo de Salud,"Promex, Aseguradora Nacional",Retail Gamma,"Camino Real 210, Col. Polanco, Querétaro, México",2027-12-26,2029-06-02,Fabricación de automóviles,16832571,Responsabilidad civil y pérdidas operacionales,5000000,"Vandalismo, Agua, Robo, Incendio, Pérdida de ingresos","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Cancelación por mutuo acuerdo","Inestabilidad política, Negligencia grave","General: USD 75,000; Robo: USD 12,000; Terremoto: USD 6,000; Daños eléctricos: USD 98,000; Pérdida de ingresos: USD 16,000",2303051,44% parte del 100%,Suma Agregada,Global,Leyes Latam,45 días,"LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2738 (Control de Reclamos)",
111,Cotizacion,Reasegurador 11,56,Reaseguro Facultativo de Salud,"Promex, Aseguradora Nacional",Retail Gamma,"Camino Real 210, Col. Polanco, Querétaro, México",2028-07-18,2029-06-02,Fabricación de automóviles,16832571,Responsabilidad civil y pérdidas operacionales,5000000,"Robo, Incendio, Terremoto, Agua, Daños eléctricos, Pérdida de ingresos, Vandalismo, Responsabilidad civil","Gastos de defensa incluidos, Texto LMA 6000A, Arbitraje internacional, Cancelación por mutuo acuerdo","Inestabilidad política, Negligencia grave","General: USD 75,000; Robo: USD 12,000; Terremoto: USD 6,000; Daños eléctricos: USD 98,000; Pérdida de ingresos: USD 16,000",2965828,56% parte del 100%,Suma Agregada,Global,Leyes Latam,45 días,"LMA 3092 (All Risks), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil), NMA 2738 (Control de Reclamos)",
112,Nota,,,Reaseguro Facultativo de Autos,"Compañía de Seguros del Valle, Grupo Financiero Unión","Servicios Integrales del Valle, S.A. de C.V.","Av. Reforma 153, Col. Polanco, Puebla, México",2024-05-12,2025-09-08,Exploración minera,17624189,Terremoto y huracanes,7500000,"Daños eléctricos, Responsabilidad civil, Pérdida de ingresos, Agua","Gastos de defensa incluidos, Sujeto a LMA 2001, Arbitraje internacional","Negligencia grave, Actos delictivos","General: USD 19,000; Robo: USD 66,000; Terremoto: USD 20,000; Daños eléctricos: USD 86,000; Pérdida de ingresos: USD 18,000",7662459,100% parte del 100%,Suma Agregada,México,Leyes de Estados Unidos,30 días,"LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua)",Sigma 100% parte del 100%
112,Cotizacion,Sigma,100,Reaseguro Facultativo de Autos,"Compañía de Seguros del Valle, Grupo Financiero Unión","Servicios Integrales del Valle, S.A. de C.V.","Av. Reforma 153, Col. Polanco, Puebla, México",2024-05-12,2025-09-08,Exploración minera,17624189,Terremoto y huracanes,7500000,"Daños eléctricos, Responsabilidad civil, Pérdida de ingresos, Agua","Gastos de defensa incluidos, Sujeto a LMA 2001, Arbitraje internacional","Negligencia grave, Actos delictivos","General: USD 19,000; Robo: USD 66,000; Terremoto: USD 20,000; Daños eléctricos: USD 86,000; Pérdida de ingresos: USD 18,000",7662459,100% parte del 100%,Suma Agregada,México,Leyes de Estados Unidos,30 días,"LMA 3092 (All Risks), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), NMA 2962 (Exclusión de Daños por Agua)",
113,Nota,,,Reaseguro Facultativo de Salud,"Promex, Seguros Central, S.A.",Tecnologías Delta,"Av. Unión 389, Col. Condesa, Puebla, México",2028-10-21,2030-07-01,Administración de edificios corporativos y comerciales,17153543,Responsabilidad civil y pérdidas operacionales,5000000,"Daños eléctricos, Robo, Agua, Terremoto, Vandalismo, Responsabilidad civil","Arbitraje internacional, Texto LMA 6000A, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave","General: USD 11,000; Robo: USD 62,000; Terremoto: USD 19,000; Daños eléctricos: USD 7,000; Pérdida de ingresos: USD 57,000",2290412,100% parte del 100%,Suma Agregada,Global,Leyes Latam,45 días,"LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua), LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil)",Libra 21% parte del 100%; Reasegurador 15 43% parte del 100%; Delta 36% parte del 100%
113,Cotizacion,Libra,21,Reaseguro Facultativo de Salud,"Promex, Seguros Central, S.A.",Tecnologías Delta,"Av. Unión 389, Col. Condesa, Puebla, México",2028-10-21,2030-07-01,Administración de edificios corporativos y comerciales,17153543,Responsabilidad civil y pérdidas operacionales,5000000,"Daños eléctricos, Robo, Agua, Terremoto, Vandalismo, Responsabilidad civil","Arbitraje internacional, Texto LMA 6000A, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave","General: USD 11,000; Robo: USD 62,000; Terremoto: USD 19,000; Daños eléctricos: USD 7,000; Pérdida de ingresos: USD 57,000",480986,21% parte del 100%,Suma Agregada,Global,Leyes Latam,45 días,"LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua), LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil)",
113,Cotizacion,Reasegurador 15,43,Reaseguro Facultativo de Salud,"Promex, Seguros Central, S.A.",Tecnologías Delta,"Av. Unión 389, Col. Condesa, Puebla, México",2028-10-21,2030-07-01,Administración de edificios corporativos y comerciales,17153543,Responsabilidad civil y pérdidas operacionales,5000000,"Daños eléctricos, Robo, Agua, Terremoto, Vandalismo, Responsabilidad civil","Arbitraje internacional, Texto LMA 6000A, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave","General: USD 11,000; Robo: USD 62,000; Terremoto: USD 19,000; Daños eléctricos: USD 7,000; Pérdida de ingresos: USD 57,000",984877,43% parte del 100%,Suma Agregada,Global,Leyes Latam,45 días,"LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua), LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil)",
113,Cotizacion,Delta,36,Reaseguro Facultativo de Salud,"Promex, Seguros Central, S.A.",Tecnologías Delta,"Av. Unión 389, Col. Condesa, Puebla, México",2028-10-21,2030-07-01,Administración de edificios corporativos y comerciales,17153543,Responsabilidad civil y pérdidas operacionales,5000000,"Daños eléctricos, Robo, Agua, Terremoto, Vandalismo, Responsabilidad civil","Arbitraje internacional, Texto LMA 6000A, Cancelación por mutuo acuerdo, Gastos de defensa incluidos","Daños intencionales, Actos delictivos, Contaminación, Guerra y terrorismo, Negligencia grave","General: USD 11,000; Robo: USD 62,000; Terremoto: USD 19,000; Daños eléctricos: USD 7,000; Pérdida de ingresos: USD 57,000",824548,36% parte del 100%,Suma Agregada,Global,Leyes Latam,45 días,"LMA 3092 (All Risks), NMA 2962 (Exclusión de Daños por Agua), LMA 3100A (Limitación de Sanciones), NMA 2738 (Control de Reclamos), NMA 2910 (Cláusula de Inhabilitación), NMA 464 (Exclusión de Guerra y Guerra Civil)",
114,Nota,,,Reaseguro Facultativo de Vida,"Promex, Aseguradora Nacional",Tecnologías Delta,"Boulevard Hidalgo 839, Col. Santa Fe, Querétaro, México",2028-05-13,2029-10-27,Comercio minorista,7883659,Terremoto y huracanes,2500000,"Responsabilidad civil, Vandalismo, Terremoto, Robo, Daños eléctricos","Cancelación por mutuo acuerdo, Texto LMA 6000A, Sujeto a LMA 2001, Arbitraje internacional, Gastos de defensa incluidos","Actos delictivos, Inestabilidad política, Negligencia grave, Guerra y terrorismo, Daños intencionales, Contaminación","General: USD 52,000; Robo: USD 29,000; Terremoto: USD 84,000; Daños eléctricos: USD 20,000; Pérdida de ingresos: USD 95,000",3848950,100% parte del 100%,Suma Directa,Global,Leyes de Estados Unidos,30 días,"NMA 2962 (Exclusión de Daños por Agua), NMA 2738 (Control de Reclamos), NMA 2910 (Cláusula de Inhabilitación), LMA 3100A (Limitación de Sanciones), LMA 3092 (All Risks), NMA 464 (Exclusión de Guerra y Guerra Civil)",Epsilon 70% parte del 100%; Reasegurador 14 30% parte del 100%
